tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Biology,1754,Brigham Young University - Idaho,Clair,,Eckersell,636652,74,good,TEACHER,PROFESSOR,4.3
Communication,1754,Brigham Young University - Idaho,Darin,,Eckton,1546740,6,good,TEACHER,PROFESSOR,4.2
Education,1754,Brigham Young University - Idaho,Marche,,Edgington,2171424,7,good,TEACHER,PROFESSOR,4.1
Communication,1754,Brigham Young University - Idaho,Emily,,Edmonds,2127468,3,good,TEACHER,PROFESSOR,4.3
Religion,1754,Brigham Young University - Idaho,George,Douglas,Edmonds,2385632,23,good,TEACHER,PROFESSOR,4.8
Religion,1754,Brigham Young University - Idaho,Douglas,,Edmonds,2445698,54,good,TEACHER,PROFESSOR,4.9
Child & Family Studies,1754,Brigham Young University - Idaho,Karla,,Edwards,922037,47,good,TEACHER,PROFESSOR,3.6
Biology,1754,Brigham Young University - Idaho,Chris,,Edwards,1547171,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Brady,,Edwards,2094766,5,poor,TEACHER,PROFESSOR,1.4
Psychology,1754,Brigham Young University - Idaho,Heidi,,Egan,2294272,13,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Wade,W.,Egan,2109398,9,good,TEACHER,PROFESSOR,4.8
Automotive Technology,1754,Brigham Young University - Idaho,Kevin,Daniel,Egbert,1999582,3,good,TEACHER,PROFESSOR,5.0
Nursing,1754,Brigham Young University - Idaho,Karen,,Egenes,2315797,3,good,TEACHER,PROFESSOR,4.7
Communication,1754,Brigham Young University - Idaho,Matthew,,Eichner,1591773,11,good,TEACHER,PROFESSOR,4.7
History,1754,Brigham Young University - Idaho,Sherri,,Einfeldt,2269040,8,good,TEACHER,PROFESSOR,3.6
Foundations,1754,Brigham Young University - Idaho,Desiree,,Eldon,2187535,7,good,TEACHER,PROFESSOR,5.0
Humanities,1754,Brigham Young University - Idaho,Nila,,Elias,2309063,7,good,TEACHER,PROFESSOR,3.6
Religion,1754,Brigham Young University - Idaho,Sarah,,Eliason,2863066,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Clint,,Elison,2331000,1,good,TEACHER,PROFESSOR,5.0
Sociology,1754,Brigham Young University - Idaho,Clint,,Elison,1815716,75,poor,TEACHER,PROFESSOR,2.4
Business,1754,Brigham Young University - Idaho,Melissa,,Ellico,2610786,3,good,TEACHER,PROFESSOR,4.7
Art,1754,Brigham Young University - Idaho,Sally,,Ellis,1071192,16,good,TEACHER,PROFESSOR,4.5
Computer Science,1754,Brigham Young University - Idaho,Nathan,A,Ellsworth,2350963,1,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Joseph,,Ellsworth,2356355,0,zero,TEACHER,PROFESSOR,N/A
Home  Family Studies,1754,Brigham Young University - Idaho,Allison,,Ellsworth,2184093,4,average,TEACHER,PROFESSOR,3.2
Interior Design,1754,Brigham Young University - Idaho,Toni,,Elorrita,2984941,3,good,TEACHER,PROFESSOR,3.7
General Studies,1754,Brigham Young University - Idaho,Mike,,Elrod,2845904,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Michael,,Elrod,1885336,34,good,TEACHER,PROFESSOR,4.6
Sociology,1754,Brigham Young University - Idaho,Edie,,Elwood,2724771,3,average,TEACHER,PROFESSOR,3.3
Communication,1754,Brigham Young University - Idaho,Lori,,Embree,1168918,37,good,TEACHER,PROFESSOR,4.2
Communication,1754,Brigham Young University - Idaho,Eric,,Embree,260919,66,good,TEACHER,PROFESSOR,4.9
Dance,1754,Brigham Young University - Idaho,MacKenzie,,Emery,1534055,7,good,TEACHER,PROFESSOR,4.1
English,1754,Brigham Young University - Idaho,Dixon,,Emil,1885430,7,good,TEACHER,PROFESSOR,4.3
Business,1754,Brigham Young University - Idaho,Dane,,Emmel,2218721,5,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,Hannah,,Emmett,2699854,5,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Travis,,Empey,2294054,7,good,TEACHER,PROFESSOR,4.1
Biology,1754,Brigham Young University - Idaho,Candice,,Empey,2663747,5,good,TEACHER,PROFESSOR,4.6
Interior Design,1754,Brigham Young University - Idaho,Cheryl,Ann,Empey,2665766,6,poor,TEACHER,PROFESSOR,1.7
Hospitality,1754,Brigham Young University - Idaho,Cheryl,,Empey,1264869,39,average,TEACHER,PROFESSOR,3.3
English,1754,Brigham Young University - Idaho,Kim,,Ence,697593,7,good,TEACHER,PROFESSOR,4.1
English,1754,Brigham Young University - Idaho,Tina,,Engelbrecht ,2857252,0,zero,TEACHER,PROFESSOR,N/A
Foundations,1754,Brigham Young University - Idaho,Abraham,,Engh,2390606,4,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Amy,,Engh,2710810,7,good,TEACHER,PROFESSOR,4.4
General Studies,1754,Brigham Young University - Idaho,Suzanne,,Englund,2270461,2,average,TEACHER,PROFESSOR,2.5
English,1754,Brigham Young University - Idaho,Julie,,Engstrom,791551,13,good,TEACHER,PROFESSOR,4.9
English,1754,Brigham Young University - Idaho,Bailey,,Enright,3025122,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Scott,,Ercanbrack,816991,48,average,TEACHER,PROFESSOR,3.0
English,1754,Brigham Young University - Idaho,Amanda,,Erdmann,2661524,1,poor,TEACHER,PROFESSOR,1.0
Academic Services,1754,Brigham Young University - Idaho,fwef,,erew,1952048,0,zero,TEACHER,PROFESSOR,N/A
Biology,1754,Brigham Young University - Idaho,Michael,,Ericksen,2280837,4,average,TEACHER,PROFESSOR,3.0
Home & Family Studies,1754,Brigham Young University - Idaho,Luke,,Erickson,1416530,1,good,TEACHER,PROFESSOR,4.5
Home & Family Studies,1754,Brigham Young University - Idaho,Dan,,Erickson,2523635,6,good,TEACHER,PROFESSOR,4.5
Information Systems,1754,Brigham Young University - Idaho,Art,,Ericson,758300,17,good,TEACHER,PROFESSOR,4.1
Computer Science,1754,Brigham Young University - Idaho,Parker,,Ericson,2875184,1,poor,TEACHER,PROFESSOR,1.0
Biology,1754,Brigham Young University - Idaho,Michael,,Eriksen,2600218,0,zero,TEACHER,PROFESSOR,N/A
Military Science,1754,Brigham Young University - Idaho,Harmon,,Esplin,937740,9,good,TEACHER,PROFESSOR,4.7
Dance,1754,Brigham Young University - Idaho,Joy,,Esplin,1605458,12,average,TEACHER,PROFESSOR,3.0
Communication,1754,Brigham Young University - Idaho,Caryn,,Esplin,604047,83,good,TEACHER,PROFESSOR,4.6
Child  Family Studies,1754,Brigham Young University - Idaho,Cortney,,Evans,1960929,16,good,TEACHER,PROFESSOR,4.5
English,1754,Brigham Young University - Idaho,Jonathan,,Evans,2117117,1,average,TEACHER,PROFESSOR,2.5
Religion,1754,Brigham Young University - Idaho,Jon,,Evans,2153250,4,poor,TEACHER,PROFESSOR,1.8
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Cynthia,,Evans,2467950,0,zero,TEACHER,PROFESSOR,N/A
Child & Family Studies,1754,Brigham Young University - Idaho,John,,Evans,2549046,0,zero,TEACHER,PROFESSOR,N/A
Child & Family Studies,1754,Brigham Young University - Idaho,Jonathan,,Evans,2549056,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Ryan,,Evans,2504724,2,poor,TEACHER,PROFESSOR,2.0
Health Science,1754,Brigham Young University - Idaho,Kelly,,Evans,164395,61,good,TEACHER,PROFESSOR,4.4
Construction,1754,Brigham Young University - Idaho,Adam,Wesley,Evarts,2268670,4,good,TEACHER,PROFESSOR,4.2
Home & Family Studies,1754,Brigham Young University - Idaho,Melissa,,Everett,1378345,8,average,TEACHER,PROFESSOR,2.7
Library Science,1754,Brigham Young University - Idaho,Jon,,Fackrell,2265831,2,good,TEACHER,PROFESSOR,3.5
Child & Family Studies,1754,Brigham Young University - Idaho,Troy,,Faddis,2686596,4,good,TEACHER,PROFESSOR,3.8
Religion,1754,Brigham Young University - Idaho,Skye,,Fagrell,2718000,0,zero,TEACHER,PROFESSOR,N/A
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Nathalie,,Fairbanks,2632534,2,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,David,,Fairchild,1700194,14,good,TEACHER,PROFESSOR,4.4
Music,1754,Brigham Young University - Idaho,David,,Faires,2605870,1,good,TEACHER,PROFESSOR,5.0
Music,1754,Brigham Young University - Idaho,Alicia,,Falconbury,2467986,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Steffany,,Faldmo,2604623,2,good,TEACHER,PROFESSOR,4.5
Computer Science,1754,Brigham Young University - Idaho,Lee,,Falin,2108652,25,good,TEACHER,PROFESSOR,4.9
Online Learning,1754,Brigham Young University - Idaho,Kirk,,Farmer,1670549,5,average,TEACHER,PROFESSOR,3.3
Online Learning,1754,Brigham Young University - Idaho,Kimberly,B.,Farnsworth,2245053,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,Marissa,,Farnsworth,2448714,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Marissa,,Farnsworth,2448717,15,good,TEACHER,PROFESSOR,4.4
English,1754,Brigham Young University - Idaho,Mark,,Farnsworth,2546594,24,good,TEACHER,PROFESSOR,4.3
Management,1754,Brigham Young University - Idaho,Jeffrey,,Farnsworth,2666168,3,poor,TEACHER,PROFESSOR,1.0
Child & Family Studies,1754,Brigham Young University - Idaho,Michael,,Farnworth,366942,10,good,TEACHER,PROFESSOR,3.8
English,1754,Brigham Young University - Idaho,Hymas,,Farnworth,1502656,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Lindsay,,Farnworth,1600549,3,good,TEACHER,PROFESSOR,4.7
English,1754,Brigham Young University - Idaho,Jeffrey,,Farnworth,1700463,6,good,TEACHER,PROFESSOR,4.8
Home & Family Studies,1754,Brigham Young University - Idaho,Kayla,,Farr,3000409,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,David,,Fawcett,1971000,6,average,TEACHER,PROFESSOR,3.4
Religion,1754,Brigham Young University - Idaho,Mathew,,Featherstone,1907477,1,good,TEACHER,PROFESSOR,3.5
Religion,1754,Brigham Young University - Idaho,Matthew,,Featherstone,1983519,6,good,TEACHER,PROFESSOR,4.3
Computer Science,1754,Brigham Young University - Idaho,Jaden,,Feddock,2624698,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,Michael,,Feik,2477820,7,good,TEACHER,PROFESSOR,4.4
Political Science,1754,Brigham Young University - Idaho,Krista,,Feinberg,2060722,9,poor,TEACHER,PROFESSOR,1.5
History,1754,Brigham Young University - Idaho,Krista,,Feinberg,2064535,57,average,TEACHER,PROFESSOR,3.4
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Brian,,Felt,744393,45,good,TEACHER,PROFESSOR,4.7
Accounting,1754,Brigham Young University - Idaho,Eric,,Fenstermaker,2712077,4,good,TEACHER,PROFESSOR,4.5
Nursing,1754,Brigham Young University - Idaho,Julie,Ann,Ferguson,2140553,1,good,TEACHER,PROFESSOR,4.0
Computer Information Technology,1754,Brigham Young University - Idaho,Joshua,,Ferguson,2618086,2,average,TEACHER,PROFESSOR,3.0
Religion,1754,Brigham Young University - Idaho,Scott,,Ferguson,534380,109,average,TEACHER,PROFESSOR,3.4
Religion,1754,Brigham Young University - Idaho, David ,,Ferrara,3026173,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,David,,Ferrara,2371804,3,poor,TEACHER,PROFESSOR,1.0
Religion,1754,Brigham Young University - Idaho,David,C,Ferrera,2590164,0,zero,TEACHER,PROFESSOR,N/A
Music,1754,Brigham Young University - Idaho,Melissa,,Fife,1550964,4,good,TEACHER,PROFESSOR,5.0
Economics,1754,Brigham Young University - Idaho,Ammon,,Fife,1559958,2,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Thomas,D,Fife,1790337,1,good,TEACHER,PROFESSOR,5.0
Home & Family Studies,1754,Brigham Young University - Idaho,Lizette,,Fife,2696159,2,poor,TEACHER,PROFESSOR,1.0
English,1754,Brigham Young University - Idaho,Kimberly,G,Fifita,1886445,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Eviane,,Figgat,1904695,12,good,TEACHER,PROFESSOR,4.2
Foundations,1754,Brigham Young University - Idaho,Stephen,,Filios,2451011,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Cheryl,,Fillmore,2676421,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Ted,,Finch,2241959,4,poor,TEACHER,PROFESSOR,2.3
English,1754,Brigham Young University - Idaho,Dennis,T,Finch,2475412,1,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Jenni,,Finch,2672549,2,good,TEACHER,PROFESSOR,4.5
Mathematics,1754,Brigham Young University - Idaho,Erin,,Findlay,2361214,2,good,TEACHER,PROFESSOR,3.5
Biology,1754,Brigham Young University - Idaho,Lynn,,Firestone,305307,47,average,TEACHER,PROFESSOR,2.8
Automotive Technology,1754,Brigham Young University - Idaho,Brian,,Firth,1989590,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Jacob,,Fischer,2425007,2,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Levi,,Fish,2855594,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Kent,,Fisher,1732855,3,good,TEACHER,PROFESSOR,4.5
Electrical Engineering,1754,Brigham Young University - Idaho,Rex,,Fisher,817586,38,average,TEACHER,PROFESSOR,3.4
Computer Science,1754,Brigham Young University - Idaho,Rex,,Fisher,2289272,4,average,TEACHER,PROFESSOR,2.8
Dance,1754,Brigham Young University - Idaho,Janie,,Fisher,2858847,3,good,TEACHER,PROFESSOR,4.7
Dance,1754,Brigham Young University - Idaho,Shawn,,Fisher,142112,42,good,TEACHER,PROFESSOR,3.7
Dance,1754,Brigham Young University - Idaho,Mary Jane,,Fisher,766394,24,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Russell,,Fisher,2025692,7,good,TEACHER,PROFESSOR,3.7
Biology,1754,Brigham Young University - Idaho,John,Timothy,Fisher,2058016,156,good,TEACHER,PROFESSOR,4.6
Art,1754,Brigham Young University - Idaho,John,,Fitch,2450639,7,poor,TEACHER,PROFESSOR,1.4
Education,1754,Brigham Young University - Idaho,Kayla,,Fitzgerald,2665314,4,good,TEACHER,PROFESSOR,4.8
Business,1754,Brigham Young University - Idaho,Darin,B,Flake,2363011,4,good,TEACHER,PROFESSOR,4.8
Online Learning,1754,Brigham Young University - Idaho,Stephen,,Fleming,2266788,3,good,TEACHER,PROFESSOR,4.0
Humanities,1754,Brigham Young University - Idaho,Stephen,,Fleming,2298006,6,good,TEACHER,PROFESSOR,4.7
Religion,1754,Brigham Young University - Idaho,Trent,,Fletcher,2661134,1,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Cecilia,,Flint,2060342,1,good,TEACHER,PROFESSOR,3.5
Home & Family Studies,1754,Brigham Young University - Idaho,Beth,,Flint,2585405,4,poor,TEACHER,PROFESSOR,2.0
Computer Information Technology,1754,Brigham Young University - Idaho,Daniel,,Flitton,2610780,6,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Jason,,Flora,2883763,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Jason,,Flora,311403,120,good,TEACHER,PROFESSOR,3.7
Humanities & Philosophy,1754,Brigham Young University - Idaho,Jason,,Flora,3040902,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1754,Brigham Young University - Idaho,Michael,,Flores,1887068,3,good,TEACHER,PROFESSOR,4.8
Computer Science,1754,Brigham Young University - Idaho,Leonardo,,Flores,2892248,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Melissa,,Flores,1810866,10,poor,TEACHER,PROFESSOR,1.8
Psychology,1754,Brigham Young University - Idaho,Lauralee,,Flores,1883767,5,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Michelle,,Flory,2238446,6,good,TEACHER,PROFESSOR,4.5
General Studies,1754,Brigham Young University - Idaho,Anna,,Fluckiger,2531193,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1754,Brigham Young University - Idaho,Dave,,Fluckiger,2889024,1,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Doug,,Fluckiger,2001133,21,good,TEACHER,PROFESSOR,4.0
Health Science,1754,Brigham Young University - Idaho,Scott,,Flynn,2118134,12,average,TEACHER,PROFESSOR,3.0
Child & Family Studies,1754,Brigham Young University - Idaho,Vivian,,Foley,2753922,0,zero,TEACHER,PROFESSOR,N/A
Health & Human Performance,1754,Brigham Young University - Idaho,Kim,,Forbush,1887369,2,good,TEACHER,PROFESSOR,4.8
Health  Human Performance,1754,Brigham Young University - Idaho,Kimberly ,,Forbush,1986478,0,zero,TEACHER,PROFESSOR,N/A
Nursing,1754,Brigham Young University - Idaho,Holly,,Forbush,2111455,1,good,TEACHER,PROFESSOR,4.0
Information Systems,1754,Brigham Young University - Idaho,Sheila,,Force,2277612,11,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Vincent,,Fordiani,2335298,6,poor,TEACHER,PROFESSOR,2.2
Computer Science,1754,Brigham Young University - Idaho,Michael,,Forkey,2372599,1,poor,TEACHER,PROFESSOR,2.0
English,1754,Brigham Young University - Idaho,Benjamin,John,Forsberg,2425035,2,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Mary Beth,,Fortunato,2583617,18,good,TEACHER,PROFESSOR,5.0
Humanities,1754,Brigham Young University - Idaho,Eric Paul,,Fossum,1458635,2,average,TEACHER,PROFESSOR,2.8
Religion,1754,Brigham Young University - Idaho,John,,Fossum,2709716,6,good,TEACHER,PROFESSOR,5.0
Physical Education,1754,Brigham Young University - Idaho,Devan,,Foster,1031885,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Malory,,Foster,1880729,2,good,TEACHER,PROFESSOR,4.2
Biology,1754,Brigham Young University - Idaho,Tye,,Foster,2092632,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Garrett,,Foster,2356496,2,good,TEACHER,PROFESSOR,5.0
Health amp Human Performance,1754,Brigham Young University - Idaho,Nicole,Virginia,Foster,2468102,7,average,TEACHER,PROFESSOR,3.4
Health Science,1754,Brigham Young University - Idaho,Deborah,,Foster,2188575,3,good,TEACHER,PROFESSOR,4.7
English,1754,Brigham Young University - Idaho,Brad,,Foster,2240266,7,average,TEACHER,PROFESSOR,3.4
Biology,1754,Brigham Young University - Idaho,Jake ,,Foster ,2963065,1,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Anna,,Foutz,2536585,10,poor,TEACHER,PROFESSOR,1.9
Accounting,1754,Brigham Young University - Idaho,Darryl,,Foutz,1198016,42,good,TEACHER,PROFESSOR,4.2
Child amp Family Studies,1754,Brigham Young University - Idaho,Todd,,Fowler,2358740,1,poor,TEACHER,PROFESSOR,2.0
Business,1754,Brigham Young University - Idaho,James,,Fox,2152480,69,good,TEACHER,PROFESSOR,4.2
Accounting,1754,Brigham Young University - Idaho,Mike,,Fox,2392013,14,good,TEACHER,PROFESSOR,4.4
General Studies,1754,Brigham Young University - Idaho,Baden,,Fox,2671970,4,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Clint,,Francis,2403390,6,good,TEACHER,PROFESSOR,4.8
Art,1754,Brigham Young University - Idaho,Scott,,Franson,712042,18,good,TEACHER,PROFESSOR,4.0
Child  Family Studies,1754,Brigham Young University - Idaho,Ashley,,Fraser,1965965,4,good,TEACHER,PROFESSOR,4.8
Child & Family Studies,1754,Brigham Young University - Idaho,Alyssa,,Frazier,2362760,1,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Logan,,Fredrickson,1209506,1,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Logan,,Freeman,1910642,3,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Larry,,Friis,2452233,5,good,TEACHER,PROFESSOR,4.4
Automotive Technology,1754,Brigham Young University - Idaho,Bernadette,Marie,Frisby,2153021,6,good,TEACHER,PROFESSOR,4.8
Art,1754,Brigham Young University - Idaho,William,,Frohn,2391369,0,zero,TEACHER,PROFESSOR,N/A
"Ag Bus, Plant & Animal Sci",1754,Brigham Young University - Idaho,Madison,,Frost,2978876,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1754,Brigham Young University - Idaho,Jared,,Fryar,2406044,1,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Casey,,Fuhriman,2823653,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Alex,,Fuhriman,2450179,3,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Dave,,Fuller,1787620,2,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Jeffrey,,Fuller,2150469,0,zero,TEACHER,PROFESSOR,N/A
Communication,1754,Brigham Young University - Idaho,Reid,,Fuller,2652413,2,average,TEACHER,PROFESSOR,2.5
Economics,1754,Brigham Young University - Idaho,Wendy,,Fuller,2703039,2,poor,TEACHER,PROFESSOR,1.0
Mathematics,1754,Brigham Young University - Idaho,Jack,,Fuller,1467446,15,good,TEACHER,PROFESSOR,4.9
Business,1754,Brigham Young University - Idaho,Jack,Terrell,Fuller,2093348,8,good,TEACHER,PROFESSOR,4.8
Communication,1754,Brigham Young University - Idaho,Lindsey,,Fullerton,2634731,2,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Alisha,,Fund,2027413,2,average,TEACHER,PROFESSOR,3.2
Humanities,1754,Brigham Young University - Idaho,Bruce,,Funk,2351058,2,average,TEACHER,PROFESSOR,2.5
Nursing,1754,Brigham Young University - Idaho,Donna,,Funk,1188624,18,average,TEACHER,PROFESSOR,2.7
Art,1754,Brigham Young University - Idaho,Debbie,,Funk,1892363,11,average,TEACHER,PROFESSOR,3.2
Art,1754,Brigham Young University - Idaho,Deborah,,Funk,2115339,1,poor,TEACHER,PROFESSOR,1.0
Political Science,1754,Brigham Young University - Idaho,Rebecca,,Funke,1965808,3,good,TEACHER,PROFESSOR,3.7
Health Science,1754,Brigham Young University - Idaho,Wyatt,K,Gage,2151696,11,good,TEACHER,PROFESSOR,4.1
General Studies,1754,Brigham Young University - Idaho,Matt,,Gage,2587117,10,good,TEACHER,PROFESSOR,4.4
Geology,1754,Brigham Young University - Idaho,Forest,,Gahn,947133,48,good,TEACHER,PROFESSOR,4.5
